"dataset","p_interaction","ladder_step","still_failed"
0,0.545214979922651,"glmer, task and run intercepts",FALSE
1,0.736871441905913,"glmer, task and run intercepts",FALSE
2,0.868542418440629,"glmer, task and run intercepts",FALSE
3,0.360027447702541,"glmer, task and run intercepts",FALSE
4,0.205455027576228,"glmer, task and run intercepts",FALSE
5,0.553059188493542,"glmer, task and run intercepts",FALSE
6,0.919086453584605,"glmer, task and run intercepts",FALSE
7,0.871541327329194,"glmer, task and run intercepts",FALSE
8,0.106740444985004,"glmer, task and run intercepts",FALSE
9,0.937545364900123,"glmer, task and run intercepts",FALSE
10,0.70547504536004,"glmer, task and run intercepts",FALSE
11,0.439785928429704,"glmer, task and run intercepts",FALSE
12,0.466126587525442,"glmer, task and run intercepts",FALSE
13,0.122891889477795,"glmer, task and run intercepts",FALSE
14,0.398901616980245,"glmer, task and run intercepts",FALSE
15,0.528775100143265,"glmer, task and run intercepts",FALSE
16,0.0306284491215997,"glmer, task and run intercepts",FALSE
17,0.862367507549372,"glmer, task and run intercepts",FALSE
18,0.348624819430755,"glmer, task and run intercepts",FALSE
19,0.346391971636542,"glmer, task and run intercepts",FALSE
20,0.173979593056405,"glmer, task and run intercepts",FALSE
21,0.00163138951190628,"glmer, task and run intercepts",FALSE
22,0.378878076881539,"glmer, task and run intercepts",FALSE
23,0.883751571216465,"glmer, task and run intercepts",FALSE
24,0.851448383313249,"glmer, task and run intercepts",FALSE
25,0.1913550980517,"glmer, task and run intercepts",FALSE
26,0.428756012545271,"glmer, task and run intercepts",FALSE
27,0.203628888210791,"glmer, task and run intercepts",FALSE
28,0.686119622698308,"glmer, task and run intercepts",FALSE
29,0.168981102775716,"glmer, task and run intercepts",FALSE
30,0.824876644285378,"glmer, task and run intercepts",FALSE
31,0.275717919867577,"glmer, task and run intercepts",FALSE
32,0.362046485293461,"glmer, task and run intercepts",FALSE
33,0.660199704426582,"glmer, task and run intercepts",FALSE
34,0.135799348439664,"glmer, task and run intercepts",FALSE
35,0.525644343574146,"glmer, task and run intercepts",FALSE
36,0.900010299114231,"glmer, task and run intercepts",FALSE
37,0.860884158722525,"glmer, task and run intercepts",FALSE
38,0.202613020024303,"glmer, task and run intercepts",FALSE
39,0.00245409965371137,"glmer, task intercept only",TRUE
40,0.672443690208195,"glmer, task and run intercepts",FALSE
41,0.499487383762085,"glmer, task and run intercepts",FALSE
42,0.637855608364374,"glmer, task and run intercepts",FALSE
43,0.614798135836956,"glmer, task and run intercepts",FALSE
44,0.300545163269146,"glmer, task and run intercepts",FALSE
45,0.904767654555411,"glmer, task and run intercepts",FALSE
46,0.654651501474798,"glmer, task and run intercepts",FALSE
47,0.372705549415281,"glmer, task and run intercepts",FALSE
48,0.745896230310585,"glmer, task and run intercepts",FALSE
49,0.4337752361841,"glmer, task and run intercepts",FALSE
50,0.684232917474928,"glmer, task and run intercepts",FALSE
51,0.223967765753131,"glmer, task and run intercepts",FALSE
52,0.47213667366012,"glmer, task and run intercepts",FALSE
53,0.625720817238341,"glmer, task and run intercepts",FALSE
54,0.72935533029284,"glmer, task and run intercepts",FALSE
55,0.463067616098665,"glmer, task and run intercepts",FALSE
56,0.903950352333202,"glmer, task and run intercepts",FALSE
57,0.377575731881169,"glmer, task and run intercepts",FALSE
58,0.164592948951932,"glmer, task and run intercepts",FALSE
59,0.654921870145137,"glmer, task and run intercepts",FALSE
60,0.0418753210543299,"glmer, task and run intercepts",FALSE
61,0.155530128092637,"glmer, task and run intercepts",FALSE
