run_id,task_id,fault_type,fault_class,hook_tool,k,k_bin,n_steps,rel_pos,format,arm,auditor_role,sample_id,is_control,is_development,pred_step,true_step,exact,within3,pred_cat,true_cat,false_alarm,pointer_ok,parse_ok,tokens_in,tokens_out,bytes_record,prompt_hash,render_hash,model_tag,model_digest,ollama_version,think,num_ctx,seconds
4hop1__151650_5274_458768_33637|clean,4hop1__151650_5274_458768_33637,clean,none,,,,32,,log,lossless,primary,0,1,1,18,,,,state,none,1,1,1,4409,77,15272,40378534cb9abd868000231ad5e1b38e8428978812faceafdcea487154b64aee,4b5807a407c04870e373638467c5af99c3f1d49c57bd1f527b90a5cdf7d17e18,glm-4.7-flash:q8_0,a035bf4bc812e1408631c2d2b14581b99dfe39f71d895aceb269b4a886080196,0.33.2,off,16384,13.91
4hop1__151650_5274_458768_33637|clean,4hop1__151650_5274_458768_33637,clean,none,,,,32,,diff,lossless,primary,0,1,1,32,,,,tool,none,1,1,1,5862,63,20332,80f6dc123c7436ac095d4f3bb8e11ce8dfc4861076297d9693dcb0dcd3c2f045,7b77c825c1122e67e4fbef319b5ba000362b8e62c21648e4dc06d7a165346c04,glm-4.7-flash:q8_0,a035bf4bc812e1408631c2d2b14581b99dfe39f71d895aceb269b4a886080196,0.33.2,off,16384,19.31
4hop1__151650_5274_458768_33637|clean,4hop1__151650_5274_458768_33637,clean,none,,,,32,,prov,lossless,primary,0,1,1,32,,,,evidence,none,1,1,1,5836,53,19755,e76a9c34b1a29e6b4db71a571e03ac7427662d1aaf764044643b415541b02261,31b2ac8d8b7bcd109b31d9f8f9dafa0a9f4cecedfd76785c94e5898a12fac13f,glm-4.7-flash:q8_0,a035bf4bc812e1408631c2d2b14581b99dfe39f71d895aceb269b4a886080196,0.33.2,off,16384,19.76
4hop1__39871_314549_131976_56103|clean,4hop1__39871_314549_131976_56103,clean,none,,,,20,,log,lossless,primary,0,1,1,6,,,,state,none,1,0,1,2971,88,9612,40378534cb9abd868000231ad5e1b38e8428978812faceafdcea487154b64aee,5fb383456ba144872df535e61e0a40fdd8db8062f0955e30741a55cc0875f683,glm-4.7-flash:q8_0,a035bf4bc812e1408631c2d2b14581b99dfe39f71d895aceb269b4a886080196,0.33.2,off,16384,9.78
4hop1__39871_314549_131976_56103|clean,4hop1__39871_314549_131976_56103,clean,none,,,,20,,diff,lossless,primary,0,1,1,6,,,,state,none,1,1,1,3966,75,13184,80f6dc123c7436ac095d4f3bb8e11ce8dfc4861076297d9693dcb0dcd3c2f045,8c32e3466924ab4b96759c148adc94cb2b0ccdc46e6e4ebd7fa2043b2d1762cd,glm-4.7-flash:q8_0,a035bf4bc812e1408631c2d2b14581b99dfe39f71d895aceb269b4a886080196,0.33.2,off,16384,13.2
4hop1__39871_314549_131976_56103|clean,4hop1__39871_314549_131976_56103,clean,none,,,,20,,prov,lossless,primary,0,1,1,18,,,,state,none,1,1,1,3850,46,12267,e76a9c34b1a29e6b4db71a571e03ac7427662d1aaf764044643b415541b02261,37eaae9123c092e83f04ecd2319bd6807213f37bec3d60f20902fccec73841ad,glm-4.7-flash:q8_0,a035bf4bc812e1408631c2d2b14581b99dfe39f71d895aceb269b4a886080196,0.33.2,off,16384,12.47
3hop1__136016_87694_124169|clean,3hop1__136016_87694_124169,clean,none,,,,20,,log,lossless,primary,0,1,1,18,,,,state,none,1,1,1,3069,46,9129,40378534cb9abd868000231ad5e1b38e8428978812faceafdcea487154b64aee,c2df8deeaca7736bf6972f94e19aa0d5103d52f99e5394f464bb10d2a52244bc,glm-4.7-flash:q8_0,a035bf4bc812e1408631c2d2b14581b99dfe39f71d895aceb269b4a886080196,0.33.2,off,16384,7.99
3hop1__136016_87694_124169|clean,3hop1__136016_87694_124169,clean,none,,,,20,,diff,lossless,primary,0,1,1,18,,,,state,none,1,1,1,3975,38,12064,80f6dc123c7436ac095d4f3bb8e11ce8dfc4861076297d9693dcb0dcd3c2f045,0f063500b1956b50623dbcadbe01293fb185be33eafd7d52203ca8ee510dbfc2,glm-4.7-flash:q8_0,a035bf4bc812e1408631c2d2b14581b99dfe39f71d895aceb269b4a886080196,0.33.2,off,16384,11.11
3hop1__136016_87694_124169|clean,3hop1__136016_87694_124169,clean,none,,,,20,,prov,lossless,primary,0,1,1,18,,,,evidence,none,1,1,1,3994,59,11929,e76a9c34b1a29e6b4db71a571e03ac7427662d1aaf764044643b415541b02261,ffcd4a8f1af1db725588699bbd7f3cfe990ad2ec890ebd1cb9efe6830861b84d,glm-4.7-flash:q8_0,a035bf4bc812e1408631c2d2b14581b99dfe39f71d895aceb269b4a886080196,0.33.2,off,16384,12.34
4hop2__161602_474028_88460_21034|clean,4hop2__161602_474028_88460_21034,clean,none,,,,20,,log,lossless,primary,0,1,1,14,,,,tool,none,1,1,1,2929,43,8946,40378534cb9abd868000231ad5e1b38e8428978812faceafdcea487154b64aee,2a6adca034c16621997fe9601852e946ff7187aaac4e3fd199755527c72c09f4,glm-4.7-flash:q8_0,a035bf4bc812e1408631c2d2b14581b99dfe39f71d895aceb269b4a886080196,0.33.2,off,16384,8.55
